time,open,high,low,close
2016-09-27,607.455,607.94,601.06225,605.34375
2016-09-28,605.34375,606.00675,602.96975,604.55725
2016-09-29,604.53725,606.5185,603.5425,605.95725
2016-09-30,605.95475,609.715,604.7075,609.675
2016-10-01,609.675,615.59,609.6725,614.26375
2016-10-02,614.26375,614.72975,607.3,610.80925
2016-10-03,610.81425,613.132,609.85775,613.0645
2016-10-04,613.097,613.097,608.48325,609.865
2016-10-05,609.8625,613.9345,608.72825,612.2365
2016-10-06,612.125,612.84225,610.932,612.2315
2016-10-07,612.2065,618.18175,610.39275,617.25975
2016-10-08,617.29225,619.4125,616.5575,618.155
2016-10-09,618.14475,618.17475,615.0925,615.745
2016-10-10,615.74725,618.31225,614.87125,617.7925
2016-10-11,617.91,642.74,616.72,641.11625
2016-10-12,640.98625,641.4735,634.208,635.2775
2016-10-13,635.5175,638.5,633.5975,634.84075
2016-10-14,635.16075,640.7475,631.826,638.4425
2016-10-15,638.4425,641.5975,635.64,637.50975
2016-10-16,637.50775,642.06475,637.265,640.9375
2016-10-17,640.9825,641.4275,636.7175,638.8565
2016-10-18,638.8565,639.23325,633.395,635.755
2016-10-19,635.7575,637.52,625.33525,629.56
2016-10-20,629.275,630.0675,626.2205,628.9975
2016-10-21,628.8225,632.7775,628.745,631.265
2016-10-22,631.2225,658.33825,628.9595,656.06075
2016-10-23,656.13075,660.29875,650.35125,651.99325
2016-10-24,651.99575,652.64825,646.79,649.99
2016-10-25,650.0975,659.365,649.47075,653.11975
2016-10-26,653.07225,677.365,652.42975,674.357
2016-10-27,674.3295,685.92775,672.554,685.677
2016-10-28,685.6295,689.151,682.33275,688.7125
2016-10-29,688.7125,720.315,688.245,713.5875
2016-10-30,713.58,713.7225,692.6315,698.44925
2016-10-31,698.44425,707.02675,684.06,697.69475
2016-11-01,697.7125,736.895,696.9475,730.2385
2016-11-02,730.2385,742.415,721.10825,742.415
2016-11-03,742.4175,745.8795,674.74925,688.57725
2016-11-04,688.973,706.663,683.23525,705.4965
2016-11-05,705.4915,710.02775,698.671,705.8145
2016-11-06,705.70275,716.70975,701.39225,713.39925
2016-11-07,713.40175,713.47175,701.0145,706.23375
2016-11-08,705.4305,714.62,703.7025,711.2375
2016-11-09,710.99,742.01475,708.9755,721.585
2016-11-10,721.5925,722.89175,707.22,713.0925
2016-11-11,713.1175,718.86175,712.552,716.5675
2016-11-12,716.4825,716.895,702.4475,702.78
2016-11-13,702.5275,704.3695,685.29775,702.0125
2016-11-14,702.0125,707.63975,697.33525,706.641
2016-11-15,706.951,716.3975,697.476,711.82
2016-11-16,711.62,742.6425,710.04,740.28825
2016-11-17,739.91,751.8785,735.2,735.395
2016-11-18,735.30725,750.98275,732.6975,749.9355
2016-11-19,749.938,755.0925,741.22725,751.11
2016-11-20,751.11,753.4125,713.454,729.02925
2016-11-21,728.96175,738.645,728.1795,737.2625
2016-11-22,737.25975,750.1375,732.78,748.4975
2016-11-23,748.475,748.82,731.945,741.5225
2016-11-24,741.52,743.95225,728.5855,737.5125
2016-11-25,737.5125,740.381,730.419,740.21
2016-11-26,740.125,740.7025,725.505,733.54
2016-11-27,733.5375,735.2975,727.8025,728.71
2016-11-28,728.69875,734.0925,728.38,731.6175
2016-11-29,731.72075,733.95,729.0825,732.0125
2016-11-30,732.03,744.15,730.94375,742.339
2016-12-01,742.294,754.8175,741.92275,753.00475
2016-12-02,753.00725,779.189,752.80225,771.92975
2016-12-03,772.29275,772.43025,758.4275,764.73625
2016-12-04,765.54925,768.193,762.0175,766.17
2016-12-05,766.1575,766.41725,745.93075,751.94725
2016-12-06,751.76725,759.6525,751.16675,758.86325
2016-12-07,758.7975,769.47,752.60925,764.42775
2016-12-08,764.44275,773.14975,762.41,767.687
2016-12-09,767.826,772.755,767.1875,771.142
2016-12-10,771.33,776.0725,770.9295,773.735
2016-12-11,773.8795,773.89275,764.81,770.61025
2016-12-12,770.61025,780.69325,769.878,778.3885
2016-12-13,778.4935,789.95575,769.03025,777.3975
2016-12-14,777.26,780.39575,772.85,777.29725
2016-12-15,777.2825,779.71225,775.7675,776.265
2016-12-16,776.465,783.3925,774.24,782.5475
2016-12-17,782.515,791.35,782.08,789.86225
2016-12-18,789.96975,791.2275,786.3825,790.95525
2016-12-19,790.51225,793.60275,789.6125,791.135
2016-12-20,790.974,801.945,788.8,799.95225
2016-12-21,799.69725,831.968,797.296,831.745
2016-12-22,831.66725,874.7285,828.97,858.6175
2016-12-23,858.4875,919.87,857.952,916.14
2016-12-24,916.2675,918.76625,883.4525,894.18
2016-12-25,894.18475,897.49175,856.43475,895.14225
2016-12-26,895.09475,911.57,893.2565,901.61775
2016-12-27,901.79525,938.1025,899.11775,930.2575
2016-12-28,930.2555,981.15475,930.2555,979.65775
2016-12-29,980.1475,984.1775,950.9375,972.0525
2016-12-30,972.1025,972.105,929.58425,961.29225
2016-12-31,961.46975,970.4175,945.98075,970.4175
2017-01-01,970.3925,1003.07925,963.8445,996.34775
2017-01-02,997.19425,1033.6025,994.20275,1015.50275
2017-01-03,1015.23525,1038.3545,1012.72,1032.2975
2017-01-04,1032.63475,1144.13,1031.7675,1130.39975
2017-01-05,1130.46475,1152.19975,881.89,1005.6425
2017-01-06,1005.245,1033.78725,876.55525,894.70325
2017-01-07,895.3345,908.817,817.1625,907.65
2017-01-08,908.811,943.50575,890.3075,915.99975
2017-01-09,915.68975,916.07475,880.83,901.73
2017-01-10,901.708,913.365,897.75,906.91425
2017-01-11,906.914,921.90675,762.8875,785.9935
2017-01-12,784.3,835.235,750.82475,808.3385
2017-01-13,808.5425,833.29475,779.3625,829.5125
2017-01-14,829.4545,842.58175,816.005,822.65275
2017-01-15,823.5745,828.45725,814.6585,827.50975
2017-01-16,827.5295,837.59725,823.73325,833.5115
2017-01-17,833.499,911.50725,832.231,906.14325
2017-01-18,906.15575,915.785,852.12,888.24775
2017-01-19,888.2655,908.4975,884.44525,902.2675
2017-01-20,902.6045,904.41825,885.005,896.68225
2017-01-21,896.17725,928.4665,895.355,924.1545
2017-01-22,924.1545,940.0945,894.225,926.2425
2017-01-23,925.7975,928.315,915.3295,915.347
2017-01-24,915.4625,924.5965,882.9965,885.91375
2017-01-25,885.345,902.3775,885.3385,895.3225
2017-01-26,895.465,920.79,895.4575,916.094
2017-01-27,916.337,923.6575,910.9125,920.98975
2017-01-28,920.8425,922.60975,919.05,920.80725
2017-01-29,921.145,922.85175,914.8805,914.968
2017-01-30,915.2525,923.852,913.4325,921.45
2017-01-31,921.2325,971.27975,920.9575,968.74725
2017-02-01,968.354,988.8125,964.44475,988.57725
2017-02-02,988.60675,1011.861,977.23125,1008.7165
2017-02-03,1008.7165,1026.05975,993.59025,1016.8
2017-02-04,1016.885,1042.68025,1003.6865,1032.77575
2017-02-05,1033.64925,1034.32225,1004.095,1014.2965
2017-02-06,1014.03,1029.0575,1012.61,1024.3925
2017-02-07,1024.4775,1055.169,1023.0475,1053.2145
2017-02-08,1053.7325,1069.42125,1024.9325,1054.2095
2017-02-09,1054.08675,1078.15775,940.79025,989.33
2017-02-10,988.85525,1009.08,954.692,1000.4665
2017-02-11,999.316,1018.55,996.33025,1013.906
2017-02-12,1013.555,1013.8575,1002.37775,1004.87925
2017-02-13,1004.88075,1013.27725,983.6975,1000.24275
2017-02-14,1000.9045,1020.2875,991.8535,1013.098
2017-02-15,1013.098,1016.0175,1004.6955,1013.87
2017-02-16,1013.8825,1042.7375,1013.63475,1036.4605
2017-02-17,1036.173,1062.57975,1035.93275,1056.14375
2017-02-18,1056.2,1069.40925,1053.4575,1059.32475
2017-02-19,1059.315,1063.2525,1046.0755,1055.5025
2017-02-20,1055.497,1089.9385,1047.73025,1086.9075
2017-02-21,1086.945,1131.1325,1080.77725,1128.762
2017-02-22,1128.43275,1140.132,1105.7,1128.23225
2017-02-23,1128.52725,1194.5525,1125.325,1184.5075
2017-02-24,1182.03525,1214.95425,1090.1295,1183.9425
2017-02-25,1183.91975,1185.33675,1122.48575,1151.451
2017-02-26,1151.42325,1185.01,1133.9675,1178.2475
2017-02-27,1178.6,1197.4425,1170.135,1193.79025
2017-02-28,1194.2025,1210.74025,1179.901,1190.3725
2017-03-01,1191.577,1230.0525,1163.49,1227.5725
2017-03-02,1227.975,1286.98875,1215.71725,1260.105
2017-03-03,1260.245,1292.4275,1255.19,1285.79225
2017-03-04,1285.8425,1286.73,1237.26,1266.309
2017-03-05,1267.1425,1274.9885,1245.0575,1273.4885
2017-03-06,1272.646,1284.53975,1265.1915,1281.84
2017-03-07,1281.84,1283.53275,1151.20025,1232.90425
2017-03-08,1235.49125,1242.8465,1141.6175,1148.76175
2017-03-09,1148.5845,1209.32625,1129.12425,1193.146
2017-03-10,1193.17125,1330.9675,977.5025,1111.5675
2017-03-11,1111.147,1200.355,1107.795,1180.56725
2017-03-12,1178.36375,1238.295,1170.01,1229.79975
2017-03-13,1229.67225,1246.236,1211.3375,1241.2
2017-03-14,1241.20025,1259.5025,1227.4395,1246.36875
2017-03-15,1246.78225,1261.01,1244.6155,1258.7475
2017-03-16,1259.25,1261.7895,1104.7025,1172.03
2017-03-17,1171.875,1172.0275,1047.465,1058.0875
2017-03-18,1059.44725,1090.145,938.925,964.872
2017-03-19,963.87475,1052.745,963.867,1016.50675
2017-03-20,1012.5125,1047.1875,999.41,1038.1325
2017-03-21,1038.64725,1116.235,1038.31975,1113.247
2017-03-22,1113.1525,1113.377,987.364,1035.5275
2017-03-23,1036.915,1053.175,1013.36,1027.955
2017-03-24,1028.493,1032.14,920.515,930.5155
2017-03-25,930.14425,968.8975,889.28775,959.39475
2017-03-26,959.4425,997.99725,942.86,965.52375
2017-03-27,964.745,1043.76,956.555,1041.71525
2017-03-28,1041.71025,1066.2255,1017.17175,1044.42775
2017-03-29,1044.1775,1057.797,1009.0645,1040.9225
2017-03-30,1040.88775,1051.285,1024.22525,1039.4475
2017-03-31,1039.45275,1088.5135,1037.84025,1080.825
2017-04-01,1081.0825,1105.1925,1070.04775,1089.414
2017-04-02,1089.4165,1112.1785,1077.86,1101.72725
2017-04-03,1101.1815,1160.355,1101.15775,1149.6845
2017-04-04,1149.96825,1161.78075,1125.455,1144.5045
2017-04-05,1144.50225,1146.12075,1114.29175,1135.115
2017-04-06,1135.88975,1205.491,1135.1675,1192.62
2017-04-07,1192.63,1202.5325,1176.8225,1192.8025
2017-04-08,1192.8025,1198.13725,1170.1125,1183.875
2017-04-09,1183.87475,1218.287,1177.0355,1209.5625
2017-04-10,1209.211,1218.175,1200.29275,1210.28
2017-04-11,1210.465,1231.6425,1201.65275,1222.55975
2017-04-12,1222.56225,1227.14025,1211.905,1215.90225
2017-04-13,1215.89375,1219.0095,1148.784,1175.4925
2017-04-14,1175.40625,1195.097,1164.296,1176.89275
2017-04-15,1176.5385,1192.692,883.6215,1175.4995
2017-04-16,1176.265,1185.68975,1167.75,1174.827
2017-04-17,1174.736,1194.6845,1171.85775,1189.44
